柔道,judo,じゅうどう,Noun
花見,"cherry blossom viewing, flower viewing",はなみ,"Noun, Suru verb"
公務員,"government worker, public servant, civil servant",こうむいん,Noun
高等学校,"senior high school, high school",こうとうがっこう,Noun
辞典,"dictionary, lexicon",じてん,Noun
心,"mind, heart, spirit",こころ,Noun
力,"force, strength, might, vigour, vigor, energy",ちから,Noun
喧嘩,"quarrel, brawl, fight, squabble, scuffle, argument",けんか,"Noun, Suru verb, Intransitive verb"
天気予報,"weather forecast, weather report",てんきよほう,Noun
髭,"moustache, beard, whiskers",ひげ,Noun
押し入れ,"closet (built into the wall of a room), (built-in) wardrobe",お,Noun
味噌,"miso, fermented condiment usu. made from soybeans",みそ,Noun
正直,"honest, frank, candid, straightforward",しょうじき,"Na-adjective , Noun"
一致,"agreement, accord, correspondence, consistency, coincidence",いっち,"Noun, Suru verb, Intransitive verb"
博物館,museum,はくぶつかん,Noun
皿,"plate, dish, platter, disc",さら,Noun
舞台,"stage (of a theatre, concert hall, etc.), (stage) performance",ぶたい,Noun
寄付,"contribution, donation",きふ,"Noun, Suru verb, Transitive verb"
猿,"monkey (esp. the Japanese macaque, Macaca fuscata), ape, non-human primate",さる,Noun
平等,"equality, impartiality, evenness",びょうどう,"Noun, Na-adjective , Noun which may take the genitive case particle 'no'"
金属,metal,きんぞく,Noun
左右,"left and right, right and left",さゆう,"Noun, Suru verb"
商人,"merchant, trader, tradesman, dealer, shopkeeper",しょうにん,Noun
国境,"border (between countries), national border",こっきょう,Noun
集団,"group, mass",しゅうだん,Noun
根,root (of a plant),ね,Noun
鎖,"chain, chains",くさり,Noun
より,than,より,Particle
一番,"number one, first, first place",いちばん,"Noun, Noun which may take the genitive case particle 'no'"
私,"I, me",わたし,Pronoun
外,"outside, exterior",そと,Noun
姉,"older sister, elder sister",あね,Noun
百,"hundred, 100",ひゃく,Numeric
時,"time, hour, moment",とき,Noun
元,"origin, source",もと,Noun
計画,"plan, project, schedule, scheme, program, programme",けいかく,"Noun, Suru verb, Transitive verb"
少年,"boy, juvenile, young boy, youth, lad",しょうねん,Noun
列車,"train, railway train",れっしゃ,Noun
健康,health,けんこう,Noun
人間,"human being, human, person, man, mankind, humankind",にんげん,Noun
結果,"result, consequence, outcome, effect",けっか,Noun
理解,"understanding, comprehension, appreciation",りかい,"Noun, Suru verb, Transitive verb"
少女,"girl (usu. between 7 and 17), young lady",しょうじょ,Noun
事実,"fact, truth, reality",じじつ,"Adverb , Noun"
食事,"meal, dinner",しょくじ,"Noun, Suru verb, Intransitive verb"
人生,(one's) life,じんせい,Noun
母親,mother,ははおや,Noun
行動,"action, conduct, behaviour, behavior, mobilization, mobilisation",こうどう,"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'"
父親,father,ちちおや,Noun
太陽,Sun,たいよう,Noun
幸福,"happiness, well-being, joy, welfare, blessedness",こうふく,"Noun, Na-adjective "
政府,"government, administration, ministry",せいふ,Noun
経験,experience,けいけん,"Noun, Suru verb, Transitive verb"
責任,"duty, responsibility (incl. supervision of staff)",せきにん,Noun
我慢,"endurance, patience, perseverance, bearing (with something)",がまん,"Noun, Suru verb"
噂,"rumour, rumor, report, hearsay, gossip, common talk",うわさ,"Noun, Suru verb, Noun which may take the genitive case particle 'no'"
道路,"road, highway",どうろ,Noun
機械,"machine, mechanism",きかい,Noun
地球,"Earth, the globe",ちきゅう,Noun
偶然,"coincidence, chance, accident, fortuity",ぐうぜん,"Noun, Na-adjective , Noun which may take the genitive case particle 'no'"
秘密,"secret, secrecy, confidentiality, privacy",ひみつ,"Noun, Na-adjective , Noun which may take the genitive case particle 'no'"
情報,"information, news, report, intelligence",じょうほう,Noun
現在,"the present, present time, now",げんざい,"Noun, Adverb , Noun which may take the genitive case particle 'no'"
昼食,"lunch, midday meal",ちゅうしょく,Noun
期待,"expectation, anticipation, hope",きたい,"Noun, Suru verb, Transitive verb, Intransitive verb"
丘,"hill, height, knoll, rising ground",おか,Noun
嵐,"storm, tempest",あらし,Noun
運動,"exercise, physical training, workout, sports, athletics",うんどう,"Noun, Suru verb, Intransitive verb"
大統領,president (of a nation),だいとうりょう,Noun
演説,"speech, address",えんぜつ,"Noun, Suru verb, Intransitive verb"
神,"god, deity, divinity, spirit, kami",かみ,Noun
読書,reading (a book),どくしょ,"Noun, Suru verb, Intransitive verb"
詩,"poem, poetry, verse",し,Noun
知識,"knowledge, information",ちしき,Noun
都市,"town, city, municipal, urban",とし,"Noun, Noun which may take the genitive case particle 'no'"
嘘,"lie, fib, falsehood, untruth",うそ,"Noun, Noun which may take the genitive case particle 'no'"
収入,"income, receipts, revenue",しゅうにゅう,Noun
詩人,poet,しじん,Noun
涙,"tear, tears, lachrymal secretion",なみだ,Noun
円,yen (Japanese monetary unit),えん,Noun
財産,"property, fortune, assets",ざいさん,Noun
酒,"alcohol, sake",さけ,Noun
勇気,"courage, bravery, valour, valor, nerve, boldness",ゆうき,Noun
発見,"discovery, detection, finding",はっけん,"Noun, Suru verb, Transitive verb"
解決,"settlement, solution, resolution",かいけつ,"Noun, Suru verb, Transitive verb, Intransitive verb"
患者,patient,かんじゃ,Noun
学者,"scholar, academic, scientist",がくしゃ,Noun
存在,"existence, being, presence",そんざい,"Noun, Suru verb, Intransitive verb, Noun which may take the genitive case particle 'no'"
言語,language,げんご,Noun
信頼,"reliance, trust, faith, confidence",しんらい,"Noun, Suru verb, Transitive verb"
海外,"foreign, abroad, overseas",かいがい,"Noun, Noun which may take the genitive case particle 'no'"
平和,"peace, harmony",へいわ,"Na-adjective , Noun"
希望,"hope, wish, aspiration",きぼう,"Noun, Suru verb, Transitive verb"
調査,"investigation, examination, inquiry, enquiry, survey",ちょうさ,"Noun, Suru verb, Transitive verb"
気候,climate,きこう,Noun
地域,"area, region, district, locality",ちいき,Noun
実験,"experiment, experimentation",じっけん,"Noun, Suru verb, Transitive verb"
愛,"love, affection, care",あい,"Noun, Noun, used as a suffix"
国民,"people (of a country), nation, citizen, national",こくみん,Noun
権利,"right, privilege",けんり,Noun
騒音,"noise, din",そうおん,Noun
義務,"duty, obligation, responsibility",ぎむ,"Noun, Noun which may take the genitive case particle 'no'"
釣り,"fishing, angling",つ,Noun
胸,"chest, breast",むね,Noun
物価,"prices of commodities, prices (in general), cost-of-living",ぶっか,Noun
過去,"the past, bygone days",かこ,"Noun, Adverb , Noun which may take the genitive case particle 'no'"
利益,"profit, gains",りえき,Noun
発明,invention,はつめい,"Noun, Suru verb"
教授,professor,きょうじゅ,Noun
植物,"plant, vegetation",しょくぶつ,Noun
氷,ice,こおり,Noun
痛み,"pain, ache, soreness, grief, distress",いた,Noun
石油,"oil, petroleum",せきゆ,Noun
進歩,"progress, advance, improvement, development",しんぽ,"Noun, Suru verb, Intransitive verb"
物語,"story, tale, narrative, account, fable, legend",ものがたり,Noun
感情,"emotion, feeling, feelings, sentiment",かんじょう,"Noun, Noun which may take the genitive case particle 'no'"
週,week,しゅう,"Noun, Noun, used as a suffix"
屋根,roof,やね,Noun
恐怖,"fear, dread, dismay, terror, horror, scare, panic",きょうふ,"Noun, Suru verb, Transitive verb, Intransitive verb"
議長,"chair, chairman, chairperson, speaker (of an assembly), president (of a council, senate, etc.)",ぎちょう,Noun
否定,"denial, negation, repudiation, disavowal",ひてい,"Noun, Suru verb, Transitive verb"
費用,"cost, expense",ひよう,Noun
商品,"commodity, article of commerce, goods, stock, merchandise",しょうひん,Noun
作品,"work (e.g. book, film, composition, etc.), opus, performance, production",さくひん,Noun
賞,"prize, award",しょう,"Noun, Noun, used as a suffix"
留学,studying abroad,りゅうがく,"Noun, Suru verb, Intransitive verb"
城,castle,しろ,Noun
価格,"price, value, cost",かかく,Noun
犯罪,"crime, offence, offense",はんざい,"Noun, Noun which may take the genitive case particle 'no'"
肩,shoulder,かた,Noun
正午,"noon, midday",しょうご,"Noun, Adverb "
評価,"valuation, appraisal, evaluation, assessment, estimation, rating, judging",ひょうか,"Noun, Suru verb, Transitive verb"
意志,"will, volition, intention, intent, determination",いし,Noun
職業,"occupation, profession, job, vocation, trade, calling, business",しょくぎょう,Noun
家具,furniture,かぐ,Noun
不安,"anxiety, uneasiness, worry, apprehension, fear, insecurity, suspense",ふあん,"Noun, Na-adjective "
首相,"prime minister, chancellor (Germany, Austria, etc.), premier",しゅしょう,Noun
劇場,"theatre, theater, playhouse",げきじょう,"Noun, Noun which may take the genitive case particle 'no'"
自然,nature,しぜん,Noun
意識,consciousness,いしき,"Noun, Suru verb"
自殺,suicide,じさつ,"Noun, Suru verb, Intransitive verb"
爆発,"explosion, detonation, blast, blowing up, eruption",ばくはつ,"Noun, Suru verb, Intransitive verb"
逮捕,"arrest, apprehension, capture",たいほ,"Noun, Suru verb, Transitive verb"
論文,"thesis, essay, treatise, paper, article",ろんぶん,Noun
記録,"record, minutes, document",きろく,Noun
世紀,century,せいき,Noun
頭痛,headache,ずつう,Noun
契約,"contract, compact, agreement",けいやく,"Noun, Suru verb, Transitive verb"
牛,"cattle (Bos taurus), cow, bull, ox, calf",うし,Noun
精神,"mind, spirit, soul, heart, ethos",せいしん,Noun
独立,"independence, self-reliance, supporting oneself, being on one's own",どくりつ,"Noun, Suru verb, Intransitive verb"
俳優,"actor, actress, player, performer",はいゆう,Noun
優勝,"overall victory, championship, winning the title",ゆうしょう,"Noun, Suru verb, Intransitive verb"
記憶,"memory, recollection, remembrance",きおく,"Noun, Suru verb, Transitive verb"
額,"(picture) frame, framed picture",がく,Noun
公平,"fairness, impartiality, justice, objectivity",こうへい,"Noun, Na-adjective "
州,"state (of the US, Australia, India, Germany, etc.), province (e.g. of Canada), county (e.g. of the UK), region (e.g. of Italy), canton, oblast",しゅう,"Noun, Noun, used as a suffix"
強盗,"robber, mugger",ごうとう,Noun
生命,"life, existence",せいめい,Noun
命令,"order, command, decree, directive",めいれい,"Noun, Suru verb, Transitive verb"
霧,"fog, mist",きり,Noun
輸入,"import, importation, introduction",ゆにゅう,"Noun, Suru verb, Transitive verb"
記事,"article, news story, report, account",きじ,Noun
合図,"sign, signal, cue",あいず,"Noun, Suru verb, Transitive verb, Intransitive verb"
計算,"calculation, reckoning, count",けいさん,"Noun, Suru verb, Transitive verb"
宇宙,"universe, cosmos, space",うちゅう,Noun
銃,"gun, rifle, small arms",じゅう,Noun
医師,"doctor, physician",いし,Noun
禁煙,"abstaining from smoking, quitting smoking",きんえん,"Noun, Suru verb, Intransitive verb"
現実,"reality, actuality, hard fact",げんじつ,Noun
握手,handshake,あくしゅ,"Noun, Suru verb, Intransitive verb"
香り,"aroma, fragrance, scent, smell",かお,Noun
攻撃,"attack, assault, raid, onslaught, offensive",こうげき,"Noun, Suru verb, Transitive verb"
企業,"enterprise, business, company, corporation",きぎょう,Noun
訓練,"training, drill, practice, discipline",くんれん,"Noun, Suru verb, Transitive verb"
生物,"living thing, organism, creature, life",せいぶつ,Noun
方向,"direction, orientation, bearing, way",ほうこう,Noun
芸術,"art, the arts",げいじゅつ,Noun
役割,"part, assigning (allotment of) parts, role, duties",やくわり,Noun
宗教,"religion, religious affiliation, belief, faith, creed",しゅうきょう,Noun
服装,"garments, attire",ふくそう,Noun
波,wave,なみ,Noun
流れ,"flow (of a fluid or gas), stream, current",なが,Noun
羽,"feather, plume, down",はね,Noun
広告,"advertisement, advertising",こうこく,"Noun, Suru verb, Transitive verb"
署名,signature,しょめい,"Noun, Suru verb, Intransitive verb"
無料,"free (of charge), gratuitous",むりょう,"Noun which may take the genitive case particle 'no', Noun"
個人,"individual, private person, personal, private",こじん,Noun
王様,king,おうさま,Noun
駐車,parking (a vehicle),ちゅうしゃ,"Noun, Suru verb, Intransitive verb"
証明,"proof, testimony, demonstration, verification, certification",しょうめい,"Noun, Suru verb, Transitive verb"
宝石,"gem, jewel, precious stone",ほうせき,"Noun, Noun which may take the genitive case particle 'no'"
現金,"cash, ready money, money on hand, currency",げんきん,Noun
塔,"tower, steeple, spire",とう,"Noun, Noun, used as a suffix"
芝居,"play, drama",しばい,Noun
出版,publication,しゅっぱん,"Noun, Suru verb, Transitive verb"
博士,"expert, learned person",はかせ,Noun
話題,"topic, subject",わだい,Noun
競技,"game, match, contest",きょうぎ,"Noun, Suru verb, Noun which may take the genitive case particle 'no'"
保証,"guarantee, security, assurance, pledge, warranty",ほしょう,"Noun, Suru verb, Transitive verb"
診察,medical examination,しんさつ,"Noun, Suru verb, Transitive verb"
離婚,divorce,りこん,"Noun, Suru verb, Intransitive verb"
投票,"voting, ballot, poll, vote",とうひょう,"Noun, Suru verb, Intransitive verb"
軍隊,"armed forces, military, troops",ぐんたい,Noun
販売,"sales, selling, marketing",はんばい,"Noun, Suru verb, Transitive verb"
年寄り,"old person, elderly person, senior citizen",としよ,"Noun, Noun which may take the genitive case particle 'no'"
影,"shadow, silhouette, figure, shape",かげ,Noun
心臓,heart,しんぞう,Noun
衝突,"collision, crash, impact, running into",しょうとつ,"Noun, Suru verb, Intransitive verb"
輸出,"export, exportation",ゆしゅつ,"Noun, Suru verb"
平均,"average, mean",へいきん,"Noun, Suru verb"
型,"type, style, model, pattern",かた,"Noun, Noun, used as a suffix"
永遠,"eternity, perpetuity, permanence, immortality",えいえん,"Noun, Noun which may take the genitive case particle 'no', Na-adjective "
冒険,"adventure, venture",ぼうけん,"Noun, Suru verb, Intransitive verb"
表情,"facial expression, countenance",ひょうじょう,Noun
未来,(distant) future,みらい,Noun
畑,"field (for growing wheat, fruit, vegetables, etc.), cultivated land, vegetable plot, kitchen garden, plantation",はたけ,Noun
